ANO,TAXA_ROTATIVIDADE,TAXA_ROTATIVIDADE_COMISSAO
2021,0.992079292295739,3.601059886929486
2022,0.7592833611079963,2.7498598631359883
2023,0.7236666367091024,2.180953209907416
2024,0.9977596526137495,2.991779338077974
